25	1479	1277
34	1385	1309
7	1404	1303
1265	-1002	1063
1267	-991	1033
1228	-1037	992
1296	-989	781
1262	-1034	780
1231	-1036	1009
1247	-989	720
1263	-1036	689
1224	-952	835
1240	-979	918
1159	-961	815
1189	-1040	1006
1144	-972	779
1261	-959	1039
1200	-1044	765
1237	-1040	910
1262	-966	774
1232	-1028	876
1290	-1038	1000
-36	1397	1262
29	1398	1323
-11	1430	1334
8	1388	1260
-49	1390	1267
-29	1432	1261
-48	1391	1256
31	1461	1269
34	1460	1302
-33	1397	1303
-13	1456	1312
-23	1496	1290
-5	1480	1316
-7	1426	1305
23	1464	1268
-8	1483	1331
39	1426	1294
-4	1485	1309
37	1411	1343
-43	1467	1265
21	1428	1288
11	1434	1345
-7	1452	1323
-40	1424	1341
-57	1448	1267
3	1381	1280
22	1475	1272
26	1482	1267
-27	1455	1334
21	1499	1274
16	1385	1333
-57	1385	1282
-17	1496	1257
20	1420	1273
-14	1412	1258
-16	1468	1293
-34	1407	1275
-40	1397	1259
-25	1478	1280
5	1392	1293
-4	1381	1319
26	1379	1267
-10	1445	1251
-54	1381	1262
11	1372	1342
-59	1499	1339
-20	1388	1325
-58	1418	1343
-29	1490	1260
2	1370	1325
2	1499	1305
32	1497	1292
16	1406	1270
-43	1410	1255
